action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,resultado,cor
Jump Shot,Jump Shot,274,40800144,33.8613,-109,183,-118.3788,8,3,1,2008-09,27,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-04-25,LAL @ UTA,UTA,28577,Cesta,green
Fadeaway Jump Shot,Jump Shot,450,40800144,33.8763,121,168,-118.1488,6,4,1,2008-09,25,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-04-25,LAL @ UTA,UTA,28582,Cesta,green
Jump Shot,Jump Shot,5,40800145,33.9473,83,97,-118.1868,11,1,1,2008-09,12,12,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-04-27,LAL vs. UTA,UTA,28585,Cesta,green
Driving Layup Shot,Layup,174,40800145,34.0443,0,0,-118.2698,5,2,1,2008-09,33,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-04-27,LAL vs. UTA,UTA,28593,Cesta,green
Turnaround Fadeaway shot,Jump Shot,245,40800145,33.9593,-4,85,-118.2738,0,2,1,2008-09,7,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-04-27,LAL vs. UTA,UTA,28595,Cesta,green
Layup Shot,Layup,323,40800145,34.0443,0,0,-118.2698,5,3,1,2008-09,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-04-27,LAL vs. UTA,UTA,28597,Cesta,green
Layup Shot,Layup,333,40800145,34.0443,0,0,-118.2698,4,3,1,2008-09,14,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-04-27,LAL vs. UTA,UTA,28598,Cesta,green
Turnaround Jump Shot,Jump Shot,460,40800145,33.9483,-105,96,-118.3748,4,4,1,2008-09,25,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-04-27,LAL vs. UTA,UTA,28604,Cesta,green
Layup Shot,Layup,34,40800221,34.0443,0,0,-118.2698,8,1,1,2008-09,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-04,LAL vs. HOU,HOU,28609,Cesta,green
Jump Shot,Jump Shot,223,40800221,33.9173,-101,127,-118.3708,2,2,1,2008-09,11,16,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-04,LAL vs. HOU,HOU,28614,Cesta,green
Jump Shot,Jump Shot,247,40800221,33.9063,-183,138,-118.4528,0,2,1,2008-09,1,22,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-04,LAL vs. HOU,HOU,28617,Cesta,green
Jump Shot,Jump Shot,309,40800221,33.9363,-152,108,-118.4218,4,3,1,2008-09,19,18,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-04,LAL vs. HOU,HOU,28621,Cesta,green
Jump Shot,Jump Shot,317,40800221,33.9423,42,102,-118.2278,3,3,1,2008-09,10,11,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-05-04,LAL vs. HOU,HOU,28623,Cesta,green
Jump Shot,Jump Shot,332,40800221,33.8583,2,186,-118.2678,2,3,1,2008-09,5,18,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-04,LAL vs. HOU,HOU,28624,Cesta,green
Running Jump Shot,Jump Shot,341,40800221,33.9153,62,129,-118.2078,1,3,1,2008-09,0,14,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-05-04,LAL vs. HOU,HOU,28625,Cesta,green
Jump Shot,Jump Shot,367,40800221,33.8853,-29,159,-118.2988,10,4,1,2008-09,49,16,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-04,LAL vs. HOU,HOU,28627,Cesta,green
Hook Shot,Hook Shot,394,40800221,34.0023,-24,42,-118.2938,8,4,1,2008-09,41,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-04,LAL vs. HOU,HOU,28630,Cesta,green
Driving Dunk Shot,Dunk,509,40800221,34.0443,0,0,-118.2698,0,4,1,2008-09,18,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-04,LAL vs. HOU,HOU,28636,Cesta,green
Jump Shot,Jump Shot,8,40800222,33.8803,-59,164,-118.3288,11,1,1,2008-09,14,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-06,LAL vs. HOU,HOU,28637,Cesta,green
Jump Shot,Jump Shot,18,40800222,33.8983,81,146,-118.1888,9,1,1,2008-09,58,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-06,LAL vs. HOU,HOU,28638,Cesta,green
Driving Layup Shot,Layup,30,40800222,34.0443,0,0,-118.2698,8,1,1,2008-09,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-06,LAL vs. HOU,HOU,28640,Cesta,green
Jump Shot,Jump Shot,35,40800222,33.9133,-161,131,-118.4308,7,1,1,2008-09,7,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-06,LAL vs. HOU,HOU,28641,Cesta,green
Running Jump Shot,Jump Shot,39,40800222,33.9063,-164,138,-118.4338,6,1,1,2008-09,27,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-06,LAL vs. HOU,HOU,28642,Cesta,green
Jump Shot,Jump Shot,101,40800222,33.8743,140,170,-118.1298,0,1,1,2008-09,1,22,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-06,LAL vs. HOU,HOU,28647,Cesta,green
Jump Shot,Jump Shot,285,40800222,34.0333,154,11,-118.1158,10,3,1,2008-09,11,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-05-06,LAL vs. HOU,HOU,28652,Cesta,green
Jump Shot,Jump Shot,291,40800222,33.8963,-16,148,-118.2858,9,3,1,2008-09,14,14,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-05-06,LAL vs. HOU,HOU,28653,Cesta,green
Step Back Jump shot,Jump Shot,302,40800222,33.8723,-139,172,-118.4088,8,3,1,2008-09,13,22,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-06,LAL vs. HOU,HOU,28655,Cesta,green
Jump Shot,Jump Shot,320,40800222,34.0223,106,22,-118.1638,6,3,1,2008-09,27,10,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-05-06,LAL vs. HOU,HOU,28657,Cesta,green
Jump Shot,Jump Shot,489,40800222,33.9363,-138,108,-118.4078,6,4,1,2008-09,10,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-06,LAL vs. HOU,HOU,28659,Cesta,green
Putback Layup Shot,Layup,511,40800222,34.0443,0,0,-118.2698,4,4,1,2008-09,14,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-06,LAL vs. HOU,HOU,28662,Cesta,green
Fadeaway Jump Shot,Jump Shot,8,40800223,33.8633,-52,181,-118.3218,10,1,1,2008-09,46,18,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-08,LAL @ HOU,HOU,28664,Cesta,green
Jump Shot,Jump Shot,17,40800223,33.8873,157,157,-118.1128,9,1,1,2008-09,13,22,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-08,LAL @ HOU,HOU,28666,Cesta,green
Jump Shot,Jump Shot,51,40800223,33.9013,94,143,-118.1758,5,1,1,2008-09,51,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-08,LAL @ HOU,HOU,28668,Cesta,green
Jump Shot,Jump Shot,58,40800223,33.9993,106,45,-118.1638,4,1,1,2008-09,13,11,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-05-08,LAL @ HOU,HOU,28669,Cesta,green
Layup Shot,Layup,407,40800223,34.0443,0,0,-118.2698,7,4,1,2008-09,35,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-08,LAL @ HOU,HOU,28685,Cesta,green
Driving Layup Shot,Layup,409,40800223,34.0443,0,0,-118.2698,6,4,1,2008-09,56,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-08,LAL @ HOU,HOU,28686,Cesta,green
Pullup Jump shot,Jump Shot,32,40800224,33.9293,29,115,-118.2408,7,1,1,2008-09,43,11,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-05-10,LAL @ HOU,HOU,28694,Cesta,green
Jump Shot,Jump Shot,86,40800224,33.8983,-93,146,-118.3628,0,1,1,2008-09,39,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-10,LAL @ HOU,HOU,28698,Cesta,green
Pullup Jump shot,Jump Shot,183,40800224,33.9283,-101,116,-118.3708,3,2,1,2008-09,6,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-05-10,LAL @ HOU,HOU,28700,Cesta,green
Pullup Jump shot,Jump Shot,186,40800224,33.9213,88,123,-118.1818,2,2,1,2008-09,36,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-05-10,LAL @ HOU,HOU,28701,Cesta,green
Driving Layup Shot,Layup,243,40800224,34.0443,0,0,-118.2698,8,3,1,2008-09,27,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-10,LAL @ HOU,HOU,28705,Cesta,green
Jump Shot,Jump Shot,33,40800225,34.0133,200,31,-118.0698,8,1,1,2008-09,18,20,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-12,LAL vs. HOU,HOU,28710,Cesta,green
Driving Layup Shot,Layup,70,40800225,34.0443,0,0,-118.2698,5,1,1,2008-09,39,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-12,LAL vs. HOU,HOU,28711,Cesta,green
Pullup Jump shot,Jump Shot,84,40800225,33.9723,77,72,-118.1928,3,1,1,2008-09,12,10,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-05-12,LAL vs. HOU,HOU,28713,Cesta,green
Pullup Jump shot,Jump Shot,91,40800225,33.8983,69,146,-118.2008,2,1,1,2008-09,25,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-12,LAL vs. HOU,HOU,28714,Cesta,green
Driving Finger Roll Layup Shot,Layup,212,40800225,34.0443,0,0,-118.2698,3,2,1,2008-09,38,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-12,LAL vs. HOU,HOU,28717,Cesta,green
Pullup Jump shot,Jump Shot,275,40800225,33.9103,97,134,-118.1728,10,3,1,2008-09,23,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-12,LAL vs. HOU,HOU,28723,Cesta,green
Jump Shot,Jump Shot,348,40800225,33.8743,-57,170,-118.3268,4,3,1,2008-09,28,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-12,LAL vs. HOU,HOU,28726,Cesta,green
Driving Layup Shot,Layup,78,40800226,34.0443,0,0,-118.2698,2,1,1,2008-09,31,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-14,LAL @ HOU,HOU,28735,Cesta,green
Jump Shot,Jump Shot,101,40800226,34.0193,-174,25,-118.4438,11,2,1,2008-09,43,17,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-14,LAL @ HOU,HOU,28736,Cesta,green
Jump Shot,Jump Shot,162,40800226,33.9263,106,118,-118.1638,5,2,1,2008-09,37,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-05-14,LAL @ HOU,HOU,28739,Cesta,green
Driving Layup Shot,Layup,206,40800226,34.0443,0,0,-118.2698,2,2,1,2008-09,55,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-14,LAL @ HOU,HOU,28741,Cesta,green
Driving Dunk Shot,Dunk,245,40800226,34.0443,0,0,-118.2698,0,2,1,2008-09,26,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-14,LAL @ HOU,HOU,28742,Cesta,green
Pullup Jump shot,Jump Shot,313,40800226,33.9283,144,116,-118.1258,5,3,1,2008-09,2,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-14,LAL @ HOU,HOU,28746,Cesta,green
Running Bank shot,Bank Shot,420,40800226,33.9843,-76,60,-118.3458,4,4,1,2008-09,24,9,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-05-14,LAL @ HOU,HOU,28750,Cesta,green
Running Bank shot,Bank Shot,442,40800226,34.0053,-98,39,-118.3678,2,4,1,2008-09,27,10,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-05-14,LAL @ HOU,HOU,28753,Cesta,green
Driving Layup Shot,Layup,14,40800227,34.0443,0,0,-118.2698,10,1,1,2008-09,45,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-17,LAL vs. HOU,HOU,28756,Cesta,green
Jump Shot,Jump Shot,163,40800227,33.9023,-112,142,-118.3818,6,2,1,2008-09,52,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-17,LAL vs. HOU,HOU,28759,Cesta,green
Jump Bank Shot,Jump Shot,47,40800311,33.9693,-65,75,-118.3348,6,1,1,2008-09,10,9,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-05-19,LAL vs. DEN,DEN,28771,Cesta,green
Turnaround Jump Shot,Jump Shot,83,40800311,34.0433,133,1,-118.1368,2,1,1,2008-09,10,13,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-05-19,LAL vs. DEN,DEN,28773,Cesta,green
Driving Dunk Shot,Dunk,225,40800311,34.0443,0,0,-118.2698,4,2,1,2008-09,31,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-19,LAL vs. DEN,DEN,28778,Cesta,green
Jump Shot,Jump Shot,289,40800311,33.9103,-71,134,-118.3408,0,2,1,2008-09,22,15,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-05-19,LAL vs. DEN,DEN,28782,Cesta,green
Driving Dunk Shot,Dunk,314,40800311,34.0443,0,0,-118.2698,11,3,1,2008-09,5,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-19,LAL vs. DEN,DEN,28784,Cesta,green
Turnaround Bank shot,Bank Shot,373,40800311,34.0003,-24,44,-118.2938,4,3,1,2008-09,1,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-19,LAL vs. DEN,DEN,28787,Cesta,green
Layup Shot,Layup,475,40800311,34.0443,0,0,-118.2698,6,4,1,2008-09,48,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-19,LAL vs. DEN,DEN,28791,Cesta,green
Fadeaway Jump Shot,Jump Shot,498,40800311,34.0273,141,17,-118.1288,5,4,1,2008-09,43,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-05-19,LAL vs. DEN,DEN,28792,Cesta,green
Jump Shot,Jump Shot,525,40800311,33.8463,47,198,-118.2228,3,4,1,2008-09,12,20,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-19,LAL vs. DEN,DEN,28793,Cesta,green
Jump Shot,Jump Shot,12,40800312,33.8853,-93,159,-118.3628,9,1,1,2008-09,27,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-21,LAL vs. DEN,DEN,28795,Cesta,green
Layup Shot,Layup,56,40800312,34.0443,0,0,-118.2698,6,1,1,2008-09,12,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-21,LAL vs. DEN,DEN,28797,Cesta,green
Layup Shot,Layup,124,40800312,34.0443,0,0,-118.2698,0,1,1,2008-09,42,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-21,LAL vs. DEN,DEN,28801,Cesta,green
Jump Shot,Jump Shot,212,40800312,33.9783,10,66,-118.2598,4,2,1,2008-09,43,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-21,LAL vs. DEN,DEN,28802,Cesta,green
Driving Dunk Shot,Dunk,367,40800312,34.0443,0,0,-118.2698,3,3,1,2008-09,17,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-21,LAL vs. DEN,DEN,28808,Cesta,green
Jump Shot,Jump Shot,563,40800312,33.9723,58,72,-118.2118,0,4,1,2008-09,45,9,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-05-21,LAL vs. DEN,DEN,28814,Cesta,green
Driving Layup Shot,Layup,49,40800313,34.0443,0,0,-118.2698,7,1,1,2008-09,18,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-23,LAL @ DEN,DEN,28816,Cesta,green
Turnaround Fadeaway shot,Jump Shot,193,40800313,34.0163,179,28,-118.0908,8,2,1,2008-09,2,18,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-23,LAL @ DEN,DEN,28819,Cesta,green
Reverse Layup Shot,Layup,223,40800313,34.0443,0,0,-118.2698,5,2,1,2008-09,24,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-23,LAL @ DEN,DEN,28821,Cesta,green
Driving Layup Shot,Layup,226,40800313,34.0443,0,0,-118.2698,4,2,1,2008-09,48,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-23,LAL @ DEN,DEN,28822,Cesta,green
Layup Shot,Layup,297,40800313,34.0443,0,0,-118.2698,11,3,1,2008-09,29,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-23,LAL @ DEN,DEN,28826,Cesta,green
Running Jump Shot,Jump Shot,522,40800313,33.9883,-56,56,-118.3258,3,4,1,2008-09,6,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-23,LAL @ DEN,DEN,28836,Cesta,green
Jump Shot,Jump Shot,132,40800314,33.8633,125,181,-118.1448,0,1,1,2008-09,32,21,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-25,LAL @ DEN,DEN,28842,Cesta,green
Running Bank shot,Bank Shot,135,40800314,34.0003,89,44,-118.1808,0,1,1,2008-09,0,9,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-05-25,LAL @ DEN,DEN,28843,Cesta,green
Turnaround Jump Shot,Jump Shot,202,40800314,34.0273,187,17,-118.0828,6,2,1,2008-09,17,18,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-25,LAL @ DEN,DEN,28845,Cesta,green
Jump Shot,Jump Shot,288,40800314,33.9173,-123,127,-118.3928,0,2,1,2008-09,28,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-25,LAL @ DEN,DEN,28851,Cesta,green
Jump Shot,Jump Shot,345,40800314,33.8633,-45,181,-118.3148,7,3,1,2008-09,40,18,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-25,LAL @ DEN,DEN,28852,Cesta,green
Jump Shot,Jump Shot,520,40800314,33.8333,7,211,-118.2628,5,4,1,2008-09,54,21,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-25,LAL @ DEN,DEN,28858,Cesta,green
Jump Shot,Jump Shot,525,40800314,33.9733,182,71,-118.0878,5,4,1,2008-09,19,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-25,LAL @ DEN,DEN,28859,Cesta,green
Jump Shot,Jump Shot,20,40800315,33.9343,-191,110,-118.4608,8,1,1,2008-09,51,22,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-27,LAL vs. DEN,DEN,28865,Cesta,green
Layup Shot,Layup,267,40800315,34.0443,0,0,-118.2698,1,2,1,2008-09,50,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-27,LAL vs. DEN,DEN,28867,Cesta,green
Layup Shot,Layup,274,40800315,34.0443,0,0,-118.2698,1,2,1,2008-09,19,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-27,LAL vs. DEN,DEN,28868,Cesta,green
Alley Oop Dunk Shot,Dunk,309,40800315,34.0443,0,0,-118.2698,11,3,1,2008-09,9,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-27,LAL vs. DEN,DEN,28869,Cesta,green
Jump Shot,Jump Shot,322,40800315,33.8653,-120,179,-118.3898,9,3,1,2008-09,12,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-27,LAL vs. DEN,DEN,28870,Cesta,green
Jump Shot,Jump Shot,69,40800316,33.9663,58,78,-118.2118,4,1,1,2008-09,44,9,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-05-29,LAL @ DEN,DEN,28879,Cesta,green
Driving Finger Roll Layup Shot,Layup,79,40800316,34.0443,0,0,-118.2698,2,1,1,2008-09,33,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-29,LAL @ DEN,DEN,28880,Cesta,green
Jump Shot,Jump Shot,197,40800316,33.9733,-105,71,-118.3748,2,2,1,2008-09,39,12,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-05-29,LAL @ DEN,DEN,28883,Cesta,green
Jump Shot,Jump Shot,209,40800316,34.0333,-209,11,-118.4788,1,2,1,2008-09,4,20,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-29,LAL @ DEN,DEN,28885,Cesta,green
Jump Shot,Jump Shot,250,40800316,33.9323,59,112,-118.2108,10,3,1,2008-09,0,12,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-05-29,LAL @ DEN,DEN,28889,Cesta,green
Running Bank shot,Bank Shot,294,40800316,33.9703,-49,74,-118.3188,5,3,1,2008-09,3,8,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-05-29,LAL @ DEN,DEN,28892,Cesta,green
Fadeaway Jump Shot,Jump Shot,326,40800316,33.9803,181,64,-118.0888,2,3,1,2008-09,42,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-05-29,LAL @ DEN,DEN,28894,Cesta,green
Driving Dunk Shot,Dunk,391,40800316,34.0443,0,0,-118.2698,8,4,1,2008-09,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-29,LAL @ DEN,DEN,28895,Cesta,green
Driving Finger Roll Layup Shot,Layup,396,40800316,34.0443,0,0,-118.2698,6,4,1,2008-09,57,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-05-29,LAL @ DEN,DEN,28896,Cesta,green
Floating Jump shot,Jump Shot,12,40800401,34.0023,12,42,-118.2578,9,1,1,2008-09,47,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-06-04,LAL vs. ORL,ORL,28898,Cesta,green
Jump Shot,Jump Shot,34,40800401,33.8913,-52,153,-118.3218,7,1,1,2008-09,42,16,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-06-04,LAL vs. ORL,ORL,28901,Cesta,green
Driving Layup Shot,Layup,37,40800401,34.0443,0,0,-118.2698,7,1,1,2008-09,4,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-06-04,LAL vs. ORL,ORL,28902,Cesta,green
